"","X","year","sex","education","vocabulary"
"5016",19820687,1982,"Female",8,4
"5017",19820688,1982,"Male",8,4
"5018",19820689,1982,"Male",12,6
"5019",19820690,1982,"Male",12,6
"5020",19820691,1982,"Female",12,6
"5021",19820692,1982,"Male",12,3
"5022",19820693,1982,"Female",16,7
"5023",19820694,1982,"Male",8,4
"5024",19820695,1982,"Female",13,6
"5025",19820696,1982,"Female",9,6
"5026",19820697,1982,"Female",8,6
"5027",19820698,1982,"Female",12,6
"5028",19820699,1982,"Male",16,7
"5029",19820700,1982,"Female",6,3
"5030",19820701,1982,"Female",12,3
"5031",19820702,1982,"Female",7,1
"5032",19820703,1982,"Male",14,6
"5033",19820704,1982,"Male",7,5
"5034",19820705,1982,"Male",8,1
"5035",19820706,1982,"Male",9,4
"5036",19820707,1982,"Female",6,4
"5037",19820708,1982,"Female",16,5
"5038",19820709,1982,"Male",12,5
"5039",19820710,1982,"Female",12,6
"5040",19820712,1982,"Male",7,4
"5041",19820713,1982,"Male",12,5
"5042",19820714,1982,"Female",12,7
"5043",19820715,1982,"Male",12,3
"5044",19820716,1982,"Female",12,5
"5045",19820717,1982,"Male",7,4
"5046",19820718,1982,"Male",5,1
"5047",19820719,1982,"Male",8,4
"5048",19820720,1982,"Male",12,6
"5049",19820721,1982,"Female",8,3
"5050",19820722,1982,"Female",7,9
"5051",19820723,1982,"Female",8,4
"5052",19820724,1982,"Female",11,3
"5053",19820725,1982,"Male",7,2
"5054",19820726,1982,"Female",7,2
"5055",19820727,1982,"Female",12,7
"5056",19820729,1982,"Male",11,6
"5057",19820731,1982,"Female",12,7
"5058",19820732,1982,"Male",12,6
"5059",19820733,1982,"Female",12,6
"5060",19820734,1982,"Female",12,4
"5061",19820735,1982,"Female",8,6
"5062",19820736,1982,"Male",9,3
"5063",19820737,1982,"Male",14,3
"5064",19820738,1982,"Female",12,5
"5065",19820739,1982,"Female",12,5
"5066",19820740,1982,"Female",15,7
"5067",19820741,1982,"Female",20,9
"5068",19820742,1982,"Female",18,9
"5069",19820743,1982,"Female",18,10
"5070",19820744,1982,"Female",16,7
"5071",19820745,1982,"Female",13,6
"5072",19820746,1982,"Female",12,5
"5073",19820747,1982,"Male",11,7
"5074",19820748,1982,"Female",9,5
"5075",19820749,1982,"Female",14,8
"5076",19820750,1982,"Male",18,7
"5077",19820751,1982,"Female",12,9
"5078",19820752,1982,"Male",12,9
"5079",19820753,1982,"Female",12,5
"5080",19820754,1982,"Male",11,4
"5081",19820755,1982,"Male",15,10
"5082",19820757,1982,"Female",6,3
"5083",19820758,1982,"Female",12,4
"5084",19820759,1982,"Female",12,2
"5085",19820760,1982,"Female",16,7
"5086",19820761,1982,"Male",12,9
"5087",19820762,1982,"Male",15,10
"5088",19820763,1982,"Female",14,10
"5089",19820764,1982,"Male",16,10
"5090",19820765,1982,"Male",12,9
"5091",19820767,1982,"Male",11,5
"5092",19820768,1982,"Female",12,4
"5093",19820769,1982,"Male",11,5
"5094",19820770,1982,"Male",11,5
"5095",19820771,1982,"Male",6,6
"5096",19820772,1982,"Male",16,9
"5097",19820773,1982,"Female",11,6
"5098",19820775,1982,"Female",11,9
"5099",19820776,1982,"Female",14,6
"5100",19820777,1982,"Male",8,6
"5101",19820778,1982,"Female",16,9
"5102",19820779,1982,"Male",12,2
"5103",19820780,1982,"Female",19,8
"5104",19820781,1982,"Female",13,9
"5105",19820782,1982,"Male",12,5
"5106",19820783,1982,"Male",12,8
"5107",19820785,1982,"Female",12,5
"5108",19820787,1982,"Female",11,9
"5109",19820789,1982,"Female",12,4
"5110",19820790,1982,"Male",7,6
"5111",19820791,1982,"Male",14,9
"5112",19820792,1982,"Female",13,5
"5113",19820794,1982,"Male",16,8
"5114",19820795,1982,"Male",12,5
"5115",19820796,1982,"Female",12,8
"5116",19820797,1982,"Female",12,4
"5117",19820798,1982,"Female",13,6
"5118",19820799,1982,"Female",13,5
"5119",19820800,1982,"Female",12,4
"5120",19820801,1982,"Female",12,1
"5121",19820802,1982,"Female",16,5
"5122",19820803,1982,"Female",11,8
"5123",19820804,1982,"Female",12,5
"5124",19820805,1982,"Female",13,6
"5125",19820806,1982,"Male",12,5
"5126",19820807,1982,"Female",7,5
"5127",19820808,1982,"Female",12,7
"5128",19820809,1982,"Female",12,5
"5129",19820810,1982,"Male",12,7
"5130",19820811,1982,"Male",20,10
"5131",19820812,1982,"Female",16,7
"5132",19820813,1982,"Female",17,9
"5133",19820814,1982,"Female",14,9
"5134",19820815,1982,"Male",16,6
"5135",19820816,1982,"Female",16,8
"5136",19820817,1982,"Male",18,10
"5137",19820818,1982,"Female",10,9
"5138",19820820,1982,"Female",12,6
"5139",19820821,1982,"Female",12,7
"5140",19820822,1982,"Female",16,8
"5141",19820823,1982,"Male",11,1
"5142",19820824,1982,"Female",12,5
"5143",19820825,1982,"Female",12,3
"5144",19820826,1982,"Female",12,5
"5145",19820827,1982,"Female",12,8
"5146",19820828,1982,"Male",12,8
"5147",19820829,1982,"Male",12,5
"5148",19820830,1982,"Female",12,6
"5149",19820831,1982,"Female",8,2
"5150",19820832,1982,"Female",12,7
"5151",19820833,1982,"Male",12,6
"5152",19820834,1982,"Male",12,6
"5153",19820835,1982,"Female",14,3
"5154",19820836,1982,"Female",13,7
"5155",19820837,1982,"Female",13,8
"5156",19820838,1982,"Male",8,7
"5157",19820839,1982,"Female",16,9
"5158",19820840,1982,"Male",17,10
"5159",19820841,1982,"Male",12,5
"5160",19820842,1982,"Male",16,10
"5161",19820843,1982,"Male",16,9
"5162",19820844,1982,"Female",16,9
"5163",19820845,1982,"Female",15,10
"5164",19820846,1982,"Male",17,10
"5165",19820847,1982,"Female",16,8
"5166",19820848,1982,"Male",12,6
"5167",19820849,1982,"Female",8,9
"5168",19820850,1982,"Male",9,0
"5169",19820851,1982,"Male",12,5
"5170",19820852,1982,"Male",12,3
"5171",19820853,1982,"Male",16,7
"5172",19820854,1982,"Female",15,9
"5173",19820855,1982,"Female",16,8
"5174",19820856,1982,"Female",12,7
"5175",19820857,1982,"Male",13,9
"5176",19820858,1982,"Male",12,5
"5177",19820859,1982,"Male",15,6
"5178",19820860,1982,"Female",14,10
"5179",19820861,1982,"Male",12,6
"5180",19820862,1982,"Female",8,7
"5181",19820863,1982,"Male",7,3
"5182",19820864,1982,"Male",5,3
"5183",19820865,1982,"Female",17,8
"5184",19820866,1982,"Male",19,10
"5185",19820868,1982,"Female",9,1
"5186",19820869,1982,"Male",14,8
"5187",19820870,1982,"Male",12,6
"5188",19820871,1982,"Male",13,6
"5189",19820872,1982,"Female",12,5
"5190",19820873,1982,"Male",6,6
"5191",19820874,1982,"Male",12,5
"5192",19820875,1982,"Male",19,6
"5193",19820876,1982,"Male",13,6
"5194",19820877,1982,"Female",14,6
"5195",19820878,1982,"Female",13,7
"5196",19820879,1982,"Female",10,3
"5197",19820880,1982,"Male",12,7
"5198",19820881,1982,"Female",10,2
"5199",19820882,1982,"Male",16,10
"5200",19820883,1982,"Female",12,7
"5201",19820884,1982,"Female",15,9
"5202",19820885,1982,"Male",15,8
"5203",19820886,1982,"Female",13,7
"5204",19820887,1982,"Female",11,5
"5205",19820890,1982,"Male",8,8
"5206",19820891,1982,"Female",12,6
"5207",19820892,1982,"Male",13,7
"5208",19820893,1982,"Female",12,6
"5209",19820894,1982,"Female",13,6
"5210",19820895,1982,"Female",13,5
"5211",19820896,1982,"Female",16,10
"5212",19820897,1982,"Male",8,4
"5213",19820898,1982,"Female",6,5
"5214",19820899,1982,"Female",14,6
"5215",19820900,1982,"Female",13,4
"5216",19820901,1982,"Male",12,6
"5217",19820902,1982,"Male",16,6
"5218",19820903,1982,"Male",12,6
"5219",19820904,1982,"Female",17,9
"5220",19820905,1982,"Male",12,4
"5221",19820906,1982,"Female",10,5
"5222",19820907,1982,"Female",9,5
"5223",19820908,1982,"Female",12,7
"5224",19820910,1982,"Male",14,9
"5225",19820913,1982,"Female",13,10
"5226",19820914,1982,"Male",18,9
"5227",19820915,1982,"Male",20,9
"5228",19820916,1982,"Male",20,9
"5229",19820917,1982,"Male",18,10
"5230",19820918,1982,"Female",12,7
"5231",19820919,1982,"Female",12,4
"5232",19820920,1982,"Male",12,9
"5233",19820921,1982,"Male",12,7
"5234",19820922,1982,"Female",12,4
"5235",19820923,1982,"Female",12,4
"5236",19820924,1982,"Female",11,5
"5237",19820925,1982,"Female",10,6
"5238",19820926,1982,"Female",12,5
"5239",19820927,1982,"Male",12,10
"5240",19820928,1982,"Female",11,6
"5241",19820929,1982,"Female",14,9
"5242",19820930,1982,"Female",12,6
"5243",19820931,1982,"Male",14,3
"5244",19820932,1982,"Female",15,4
"5245",19820934,1982,"Female",12,8
"5246",19820935,1982,"Male",12,5
"5247",19820936,1982,"Male",12,6
"5248",19820938,1982,"Female",12,5
"5249",19820939,1982,"Female",12,5
"5250",19820940,1982,"Female",12,7
"5251",19820941,1982,"Male",12,6
"5252",19820942,1982,"Female",10,6
"5253",19820943,1982,"Male",12,6
"5254",19820944,1982,"Male",12,4
"5255",19820945,1982,"Female",12,5
"5256",19820946,1982,"Male",12,6
"5257",19820947,1982,"Female",12,6
"5258",19820948,1982,"Female",12,9
"5259",19820949,1982,"Female",12,2
"5260",19820950,1982,"Male",12,3
"5261",19820951,1982,"Female",18,8
"5262",19820952,1982,"Female",14,4
"5263",19820953,1982,"Male",14,5
"5264",19820954,1982,"Male",19,5
"5265",19820955,1982,"Female",16,6
"5266",19820956,1982,"Male",12,5
"5267",19820957,1982,"Female",12,5
"5268",19820958,1982,"Male",20,10
"5269",19820959,1982,"Female",12,9
"5270",19820960,1982,"Male",13,10
"5271",19820961,1982,"Female",5,3
"5272",19820962,1982,"Female",7,4
"5273",19820963,1982,"Female",12,5
"5274",19820964,1982,"Male",12,8
"5275",19820965,1982,"Female",14,5
"5276",19820966,1982,"Female",9,6
"5277",19820967,1982,"Female",10,8
"5278",19820968,1982,"Male",15,6
"5279",19820969,1982,"Male",12,8
"5280",19820970,1982,"Male",16,7
"5281",19820971,1982,"Female",9,4
"5282",19820972,1982,"Female",16,9
"5283",19820973,1982,"Female",16,6
"5284",19820974,1982,"Female",11,5
"5285",19820975,1982,"Male",12,1
"5286",19820976,1982,"Female",12,7
"5287",19820977,1982,"Male",12,7
"5288",19820978,1982,"Female",12,5
"5289",19820979,1982,"Female",8,2
"5290",19820980,1982,"Male",16,8
"5291",19820981,1982,"Female",10,6
"5292",19820982,1982,"Female",14,4
"5293",19820983,1982,"Male",12,4
"5294",19820984,1982,"Female",13,5
"5295",19820985,1982,"Male",13,9
"5296",19820986,1982,"Male",12,5
"5297",19820987,1982,"Male",13,6
"5298",19820988,1982,"Male",12,5
"5299",19820989,1982,"Male",12,7
"5300",19820990,1982,"Female",12,6
"5301",19820991,1982,"Female",12,5
"5302",19820992,1982,"Female",11,4
"5303",19820994,1982,"Female",9,5
"5304",19820995,1982,"Male",12,6
"5305",19820996,1982,"Male",12,7
"5306",19820997,1982,"Female",10,5
"5307",19820998,1982,"Female",13,6
"5308",19821000,1982,"Female",11,7
"5309",19821001,1982,"Female",12,7
"5310",19821002,1982,"Female",12,3
"5311",19821003,1982,"Female",12,9
"5312",19821004,1982,"Female",13,6
"5313",19821005,1982,"Male",14,6
"5314",19821006,1982,"Male",18,7
"5315",19821007,1982,"Male",19,9
"5316",19821008,1982,"Female",17,7
"5317",19821009,1982,"Female",14,8
"5318",19821010,1982,"Female",12,6
"5319",19821011,1982,"Female",19,9
"5320",19821012,1982,"Male",12,4
"5321",19821013,1982,"Male",15,4
"5322",19821014,1982,"Female",12,5
"5323",19821015,1982,"Male",13,6
"5324",19821016,1982,"Male",16,9
"5325",19821017,1982,"Female",12,7
"5326",19821018,1982,"Female",16,10
"5327",19821019,1982,"Female",15,9
"5328",19821020,1982,"Female",16,10
"5329",19821021,1982,"Female",10,6
"5330",19821022,1982,"Male",8,7
"5331",19821024,1982,"Female",16,10
"5332",19821025,1982,"Female",13,7
"5333",19821026,1982,"Male",18,7
"5334",19821027,1982,"Female",12,7
"5335",19821028,1982,"Female",12,6
"5336",19821029,1982,"Female",13,6
"5337",19821030,1982,"Male",9,6
"5338",19821031,1982,"Male",8,4
"5339",19821032,1982,"Male",12,4
"5340",19821033,1982,"Female",10,2
"5341",19821034,1982,"Female",11,7
"5342",19821035,1982,"Male",9,4
"5343",19821036,1982,"Male",14,6
"5344",19821037,1982,"Male",11,3
"5345",19821038,1982,"Female",17,7
"5346",19821039,1982,"Male",16,10
"5347",19821040,1982,"Male",15,6
"5348",19821041,1982,"Male",15,7
"5349",19821042,1982,"Female",18,10
"5350",19821043,1982,"Female",16,10
"5351",19821044,1982,"Male",12,9
"5352",19821045,1982,"Male",12,3
"5353",19821046,1982,"Female",11,6
"5354",19821047,1982,"Female",15,5
"5355",19821048,1982,"Female",12,5
"5356",19821049,1982,"Male",12,4
"5357",19821050,1982,"Female",15,6
"5358",19821051,1982,"Female",12,8
"5359",19821052,1982,"Female",12,5
"5360",19821053,1982,"Female",12,4
"5361",19821054,1982,"Male",11,5
"5362",19821055,1982,"Female",12,6
"5363",19821056,1982,"Female",12,3
"5364",19821057,1982,"Female",15,9
"5365",19821058,1982,"Female",12,7
"5366",19821059,1982,"Female",12,7
"5367",19821060,1982,"Male",12,3
"5368",19821061,1982,"Male",13,10
"5369",19821062,1982,"Male",12,5
"5370",19821064,1982,"Female",10,5
"5371",19821065,1982,"Male",12,1
"5372",19821066,1982,"Female",12,6
"5373",19821067,1982,"Female",12,7
"5374",19821068,1982,"Female",8,5
"5375",19821069,1982,"Male",12,3
"5376",19821070,1982,"Male",6,4
"5377",19821071,1982,"Female",12,7
"5378",19821072,1982,"Male",12,6
"5379",19821073,1982,"Female",16,8
"5380",19821074,1982,"Female",16,5
"5381",19821075,1982,"Female",12,4
"5382",19821076,1982,"Female",16,9
"5383",19821077,1982,"Male",12,5
"5384",19821078,1982,"Male",19,9
"5385",19821079,1982,"Female",14,8
"5386",19821080,1982,"Female",14,7
"5387",19821081,1982,"Female",20,10
"5388",19821082,1982,"Male",9,1
"5389",19821083,1982,"Female",12,2
"5390",19821084,1982,"Female",12,3
"5391",19821085,1982,"Female",12,5
"5392",19821086,1982,"Male",8,4
"5393",19821087,1982,"Female",12,2
"5394",19821088,1982,"Female",12,7
"5395",19821089,1982,"Female",12,7
"5396",19821090,1982,"Male",13,6
"5397",19821091,1982,"Male",12,4
"5398",19821092,1982,"Male",12,6
"5399",19821093,1982,"Female",11,2
"5400",19821094,1982,"Male",13,7
"5401",19821095,1982,"Female",14,6
"5402",19821096,1982,"Female",11,5
"5403",19821097,1982,"Male",13,6
"5404",19821098,1982,"Female",20,8
"5405",19821099,1982,"Male",16,6
"5406",19821100,1982,"Female",10,5
"5407",19821101,1982,"Male",16,8
"5408",19821102,1982,"Male",12,5
"5409",19821103,1982,"Female",16,7
"5410",19821104,1982,"Male",19,9
"5411",19821105,1982,"Female",15,7
"5412",19821106,1982,"Female",18,9
"5413",19821107,1982,"Female",13,5
"5414",19821108,1982,"Male",18,4
"5415",19821109,1982,"Male",12,6
"5416",19821110,1982,"Female",12,7
"5417",19821111,1982,"Female",12,6
"5418",19821112,1982,"Male",16,7
"5419",19821114,1982,"Female",11,3
"5420",19821115,1982,"Female",14,7
"5421",19821116,1982,"Female",14,3
"5422",19821118,1982,"Female",7,4
"5423",19821119,1982,"Female",12,5
"5424",19821120,1982,"Male",13,4
"5425",19821121,1982,"Female",12,7
"5426",19821122,1982,"Female",20,9
"5427",19821123,1982,"Female",12,6
"5428",19821124,1982,"Male",16,6
"5429",19821125,1982,"Male",10,3
"5430",19821126,1982,"Female",15,5
"5431",19821128,1982,"Male",14,2
"5432",19821129,1982,"Male",15,8
"5433",19821130,1982,"Female",18,9
"5434",19821131,1982,"Female",4,3
"5435",19821133,1982,"Male",16,1
"5436",19821134,1982,"Female",16,9
"5437",19821135,1982,"Female",12,6
"5438",19821136,1982,"Male",14,7
"5439",19821137,1982,"Female",15,8
"5440",19821138,1982,"Male",12,6
"5441",19821139,1982,"Female",11,7
"5442",19821140,1982,"Female",13,6
"5443",19821141,1982,"Female",9,1
"5444",19821142,1982,"Male",4,3
"5445",19821143,1982,"Female",8,3
"5446",19821144,1982,"Female",8,4
"5447",19821145,1982,"Female",12,5
"5448",19821146,1982,"Female",8,7
"5449",19821147,1982,"Male",11,4
"5450",19821148,1982,"Female",12,6
"5451",19821149,1982,"Female",12,6
"5452",19821150,1982,"Female",12,6
"5453",19821151,1982,"Male",18,8
"5454",19821152,1982,"Male",11,7
"5455",19821153,1982,"Female",13,7
"5456",19821154,1982,"Female",17,9
"5457",19821155,1982,"Male",11,5
"5458",19821156,1982,"Female",15,10
"5459",19821157,1982,"Female",12,8
"5460",19821158,1982,"Female",12,9
"5461",19821159,1982,"Male",13,5
"5462",19821160,1982,"Female",8,7
"5463",19821161,1982,"Female",12,7
"5464",19821162,1982,"Male",12,4
"5465",19821163,1982,"Female",13,4
"5466",19821164,1982,"Female",13,9
"5467",19821165,1982,"Male",11,6
"5468",19821166,1982,"Female",12,5
"5469",19821167,1982,"Male",13,5
"5470",19821168,1982,"Female",14,8
"5471",19821169,1982,"Male",9,4
"5472",19821170,1982,"Female",16,8
"5473",19821172,1982,"Male",7,4
"5474",19821173,1982,"Female",11,5
"5475",19821174,1982,"Female",13,7
"5476",19821175,1982,"Female",16,3
"5477",19821176,1982,"Male",13,6
"5478",19821177,1982,"Female",10,6
"5479",19821178,1982,"Female",12,8
"5480",19821179,1982,"Male",12,7
"5481",19821180,1982,"Male",14,7
"5482",19821181,1982,"Male",12,5
"5483",19821182,1982,"Male",13,4
"5484",19821183,1982,"Male",17,7
"5485",19821184,1982,"Male",16,5
"5486",19821185,1982,"Female",14,7
"5487",19821186,1982,"Female",12,9
"5488",19821187,1982,"Female",13,10
"5489",19821188,1982,"Female",12,9
"5490",19821189,1982,"Female",13,4
"5491",19821190,1982,"Male",14,7
"5492",19821191,1982,"Female",13,7
"5493",19821192,1982,"Male",19,10
"5494",19821193,1982,"Male",19,10
"5495",19821194,1982,"Female",12,3
"5496",19821195,1982,"Female",12,6
"5497",19821196,1982,"Female",11,6
"5498",19821197,1982,"Male",14,7
"5499",19821198,1982,"Male",15,0
"5500",19821199,1982,"Male",6,5
"5501",19821200,1982,"Female",17,6
"5502",19821201,1982,"Male",8,5
"5503",19821202,1982,"Female",11,6
"5504",19821204,1982,"Male",19,5
"5505",19821205,1982,"Female",13,6
"5506",19821206,1982,"Male",12,7
"5507",19821207,1982,"Female",11,6
"5508",19821208,1982,"Male",14,10
"5509",19821209,1982,"Male",16,9
"5510",19821210,1982,"Female",14,2
"5511",19821211,1982,"Male",12,4
"5512",19821212,1982,"Male",12,7
"5513",19821213,1982,"Female",14,9
"5514",19821214,1982,"Female",15,6
"5515",19821215,1982,"Male",14,7
"5516",19821216,1982,"Female",12,4
"5517",19821217,1982,"Female",14,5
"5518",19821218,1982,"Female",16,7
"5519",19821219,1982,"Female",15,3
"5520",19821220,1982,"Female",16,6
"5521",19821221,1982,"Male",12,6
"5522",19821222,1982,"Male",13,10
"5523",19821223,1982,"Male",14,2
"5524",19821224,1982,"Male",8,2
"5525",19821225,1982,"Male",12,6
"5526",19821226,1982,"Female",11,2
"5527",19821227,1982,"Female",12,6
"5528",19821228,1982,"Female",12,6
"5529",19821229,1982,"Male",9,1
"5530",19821230,1982,"Female",10,5
"5531",19821231,1982,"Female",12,7
"5532",19821232,1982,"Female",12,8
"5533",19821233,1982,"Male",12,6
"5534",19821234,1982,"Female",12,6
"5535",19821235,1982,"Female",14,7
"5536",19821236,1982,"Female",10,6
"5537",19821237,1982,"Female",12,5
"5538",19821238,1982,"Male",11,10
"5539",19821239,1982,"Male",14,9
"5540",19821240,1982,"Female",10,6
"5541",19821241,1982,"Female",11,4
"5542",19821242,1982,"Male",9,7
"5543",19821243,1982,"Male",14,6
"5544",19821244,1982,"Female",12,6
"5545",19821245,1982,"Female",13,7
"5546",19821246,1982,"Male",16,9
"5547",19821247,1982,"Male",14,8
"5548",19821248,1982,"Male",12,5
"5549",19821249,1982,"Female",12,6
"5550",19821250,1982,"Female",13,10
"5551",19821251,1982,"Female",12,10
"5552",19821252,1982,"Female",15,10
"5553",19821253,1982,"Female",9,5
"5554",19821254,1982,"Female",12,9
"5555",19821255,1982,"Female",16,5
"5556",19821256,1982,"Female",12,6
"5557",19821257,1982,"Male",12,5
"5558",19821258,1982,"Male",12,7
"5559",19821260,1982,"Female",12,6
"5560",19821261,1982,"Female",12,4
"5561",19821263,1982,"Female",13,5
"5562",19821264,1982,"Male",10,4
"5563",19821265,1982,"Male",12,6
"5564",19821266,1982,"Male",12,7
"5565",19821267,1982,"Female",16,9
"5566",19821268,1982,"Female",12,5
"5567",19821269,1982,"Female",12,7
"5568",19821270,1982,"Male",13,4
"5569",19821271,1982,"Male",10,4
"5570",19821272,1982,"Male",14,6
"5571",19821273,1982,"Female",12,8
"5572",19821276,1982,"Male",10,8
"5573",19821277,1982,"Female",8,6
"5574",19821279,1982,"Male",12,6
"5575",19821280,1982,"Female",12,5
"5576",19821281,1982,"Female",8,2
"5577",19821282,1982,"Male",8,4
"5578",19821283,1982,"Female",10,3
"5579",19821284,1982,"Female",12,5
"5580",19821285,1982,"Male",12,5
"5581",19821286,1982,"Female",13,7
"5582",19821287,1982,"Female",10,5
"5583",19821288,1982,"Male",12,4
"5584",19821289,1982,"Male",12,6
"5585",19821290,1982,"Female",6,4
"5586",19821291,1982,"Male",9,4
"5587",19821292,1982,"Female",10,4
"5588",19821293,1982,"Female",12,4
"5589",19821294,1982,"Female",9,7
"5590",19821295,1982,"Male",11,5
"5591",19821296,1982,"Male",14,3
"5592",19821297,1982,"Female",10,4
"5593",19821298,1982,"Female",16,7
"5594",19821299,1982,"Female",15,6
"5595",19821300,1982,"Female",14,7
"5596",19821301,1982,"Male",16,9
"5597",19821302,1982,"Female",12,8
"5598",19821303,1982,"Female",12,9
"5599",19821304,1982,"Male",16,8
"5600",19821305,1982,"Female",14,8
"5601",19821306,1982,"Male",8,6
"5602",19821307,1982,"Female",12,6
"5603",19821308,1982,"Male",14,6
"5604",19821309,1982,"Male",12,6
"5605",19821310,1982,"Female",12,9
"5606",19821311,1982,"Female",12,6
"5607",19821312,1982,"Male",8,0
"5608",19821313,1982,"Male",8,6
"5609",19821314,1982,"Male",12,3
"5610",19821315,1982,"Female",12,5
"5611",19821316,1982,"Female",8,6
"5612",19821317,1982,"Female",10,8
"5613",19821318,1982,"Female",14,6
"5614",19821319,1982,"Male",14,5
"5615",19821320,1982,"Male",8,3
"5616",19821321,1982,"Female",8,5
"5617",19821322,1982,"Female",12,6
"5618",19821323,1982,"Female",8,3
"5619",19821324,1982,"Male",9,5
"5620",19821325,1982,"Female",8,3
"5621",19821326,1982,"Female",10,2
"5622",19821327,1982,"Female",16,9
"5623",19821328,1982,"Female",8,5
"5624",19821329,1982,"Female",2,6
"5625",19821330,1982,"Male",12,5
"5626",19821331,1982,"Male",9,3
"5627",19821332,1982,"Female",12,6
"5628",19821333,1982,"Female",3,6
"5629",19821334,1982,"Female",10,2
"5630",19821335,1982,"Female",12,5
"5631",19821336,1982,"Male",15,9
"5632",19821337,1982,"Female",12,5
"5633",19821338,1982,"Male",2,3
"5634",19821339,1982,"Male",15,7
"5635",19821340,1982,"Male",14,7
"5636",19821341,1982,"Male",11,3
"5637",19821342,1982,"Female",12,4
"5638",19821343,1982,"Female",15,10
"5639",19821345,1982,"Female",15,7
"5640",19821346,1982,"Male",10,6
"5641",19821348,1982,"Female",14,7
"5642",19821349,1982,"Female",12,9
"5643",19821350,1982,"Female",12,5
"5644",19821352,1982,"Female",12,5
"5645",19821353,1982,"Male",13,6
"5646",19821354,1982,"Male",17,7
"5647",19821355,1982,"Female",14,8
"5648",19821356,1982,"Female",7,2
"5649",19821357,1982,"Male",12,5
"5650",19821358,1982,"Female",12,8
"5651",19821359,1982,"Female",12,2
"5652",19821361,1982,"Female",15,5
"5653",19821362,1982,"Female",12,6
"5654",19821363,1982,"Female",16,9
"5655",19821364,1982,"Male",18,8
"5656",19821365,1982,"Female",16,2
"5657",19821366,1982,"Female",12,2
"5658",19821367,1982,"Female",14,7
"5659",19821368,1982,"Male",12,5
"5660",19821373,1982,"Male",16,8
"5661",19821374,1982,"Male",6,3
"5662",19821376,1982,"Male",16,7
"5663",19821377,1982,"Female",12,10
"5664",19821378,1982,"Female",12,7
"5665",19821379,1982,"Female",9,6
"5666",19821380,1982,"Female",12,4
"5667",19821381,1982,"Male",10,6
"5668",19821382,1982,"Female",12,8
"5669",19821383,1982,"Female",12,4
"5670",19821384,1982,"Female",16,10
"5671",19821385,1982,"Male",12,5
"5672",19821386,1982,"Female",12,8
"5673",19821387,1982,"Female",11,4
"5674",19821388,1982,"Female",12,6
"5675",19821389,1982,"Female",19,7
"5676",19821390,1982,"Female",12,4
"5677",19821391,1982,"Female",13,5
"5678",19821392,1982,"Female",13,6
"5679",19821393,1982,"Male",13,7
"5680",19821394,1982,"Female",8,3
"5681",19821395,1982,"Male",14,1
"5682",19821396,1982,"Male",13,9
"5683",19821399,1982,"Male",12,4
"5684",19821400,1982,"Male",13,5
"5685",19821401,1982,"Male",14,8
"5686",19821402,1982,"Male",4,4
"5687",19821403,1982,"Male",13,7
"5688",19821404,1982,"Female",11,9
"5689",19821405,1982,"Male",14,5
"5690",19821406,1982,"Female",6,3
"5691",19821408,1982,"Female",12,5
"5692",19821409,1982,"Male",8,3
"5693",19821410,1982,"Male",14,5
"5694",19821412,1982,"Male",12,3
"5695",19821413,1982,"Male",14,6
"5696",19821414,1982,"Female",17,10
"5697",19821415,1982,"Male",12,2
"5698",19821416,1982,"Female",11,6
"5699",19821417,1982,"Male",11,3
"5700",19821418,1982,"Male",13,5
"5701",19821419,1982,"Female",10,5
"5702",19821420,1982,"Female",12,7
"5703",19821421,1982,"Female",12,5
"5704",19821422,1982,"Male",7,7
"5705",19821423,1982,"Male",13,6
"5706",19821424,1982,"Male",11,7
"5707",19821425,1982,"Male",12,5
"5708",19821426,1982,"Male",14,8
"5709",19821427,1982,"Female",12,6
"5710",19821428,1982,"Male",13,10
"5711",19821429,1982,"Male",15,5
"5712",19821430,1982,"Female",11,2
"5713",19821431,1982,"Male",12,5
"5714",19821432,1982,"Male",8,4
"5715",19821433,1982,"Female",12,5
"5716",19821434,1982,"Female",12,5
"5717",19821436,1982,"Male",8,4
"5718",19821437,1982,"Male",12,5
"5719",19821438,1982,"Male",13,6
"5720",19821439,1982,"Male",14,4
"5721",19821440,1982,"Female",8,5
"5722",19821441,1982,"Female",12,3
"5723",19821442,1982,"Female",9,3
"5724",19821443,1982,"Male",8,6
"5725",19821444,1982,"Male",12,6
"5726",19821445,1982,"Female",9,6
"5727",19821447,1982,"Male",8,6
"5728",19821448,1982,"Female",12,6
"5729",19821450,1982,"Female",8,5
"5730",19821451,1982,"Male",7,6
"5731",19821452,1982,"Male",9,6
"5732",19821453,1982,"Male",6,5
"5733",19821454,1982,"Female",9,6
"5734",19821455,1982,"Male",12,4
"5735",19821456,1982,"Female",12,5
"5736",19821457,1982,"Female",11,4
"5737",19821458,1982,"Female",12,5
"5738",19821460,1982,"Male",5,4
"5739",19821461,1982,"Female",11,9
"5740",19821462,1982,"Female",11,9
"5741",19821463,1982,"Female",11,4
"5742",19821464,1982,"Female",11,9
"5743",19821469,1982,"Female",17,7
"5744",19821470,1982,"Female",16,7
"5745",19821471,1982,"Male",15,9
"5746",19821472,1982,"Female",18,10
"5747",19821473,1982,"Female",17,6
"5748",19821474,1982,"Female",16,9
"5749",19821475,1982,"Female",12,4
"5750",19821476,1982,"Female",16,6
